"","professionals.professionals_location","lon","lat"
"2053","New York, New York",-74.0059728,40.7127753
"2054","Mexico City, Mexico",-99.133208,19.4326077
"2055","Fort Myers, Florida",-81.8723084,26.640628
"2056","New York, New York",-74.0059728,40.7127753
"2057","New York, New York",-74.0059728,40.7127753
"2058","India",78.96288,20.593684
"2059","Piscataway Township, New Jersey",-74.4642861,40.554887
"2060","Saint Petersburg, Florida",-82.6402915,27.7676008
"2061","Venezuela",-66.58973,6.42375
"2062","Houston, Texas",-95.3698028,29.7604267
"2063","Atlanta, Georgia",-84.3879824,33.7489954
"2064","New York, New York",-74.0059728,40.7127753
"2065","Jacksonville, Florida",-81.655651,30.3321838
"2066","Boston, Massachusetts",-71.0588801,42.3600825
"2067","New York, New York",-74.0059728,40.7127753
"2068","Atlanta, Georgia",-84.3879824,33.7489954
"2069","Allentown, Pennsylvania",-75.4714098,40.6022939
"2070","Atlanta, Georgia",-84.3879824,33.7489954
"2071","New York, New York",-74.0059728,40.7127753
"2072","Grapevine, Texas",-97.0780654,32.9342919
"2073","Grapevine, Texas",-97.0780654,32.9342919
"2074","Austin, Texas",-97.7430608,30.267153
"2075","New York, New York",-74.0059728,40.7127753
"2076","Grapevine, Texas",-97.0780654,32.9342919
"2077","San Antonio, Texas",-98.4936282,29.4241219
"2078","Manor, Texas",-97.5569456,30.3407629
"2079","Houston, Texas",-95.3698028,29.7604267
"2080","Austin, Texas",-97.7430608,30.267153
"2081","Missouri City, Texas",-95.5377215,29.6185669
"2082","Plainfield, Indiana",-86.3994387,39.7042123
"2083","New York, New York",-74.0059728,40.7127753
"2084","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2085","Wilmington, Delaware",-75.5483909,39.744655
"2086","Detroit, Michigan",-83.0457538,42.331427
"2087","Austin, Texas",-97.7430608,30.267153
"2088","New York, New York",-74.0059728,40.7127753
"2089","Dallas, Texas",-96.7969879,32.7766642
"2090","Grapevine, Texas",-97.0780654,32.9342919
"2091","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2092","Austin, Texas",-97.7430608,30.267153
"2093","State of Rio Grande do Sul, State of Rio Grande do Sul, Brazil",-51.6657692,-29.3646459
"2094","Fort Worth, Texas",-97.3307658,32.7554883
"2095","Atlanta, Georgia",-84.3879824,33.7489954
"2096","Atlanta, Georgia",-84.3879824,33.7489954
"2097","Grapevine, Texas",-97.0780654,32.9342919
"2098","Baltimore, Maryland",-76.6121893,39.2903848
"2099","San Antonio, Texas",-98.4936282,29.4241219
"2100","Atlanta, Georgia",-84.3879824,33.7489954
"2101","Lutherville-Timonium, Maryland",-76.6123884,39.4354087
"2102","San Francisco, California",-122.4194155,37.7749295
"2103","Fort Worth, Texas",-97.3307658,32.7554883
"2104","Detroit, Michigan",-83.0457538,42.331427
"2105","Kirkland, Washington",-122.2059833,47.6768927
"2106","Houston, Texas",-95.3698028,29.7604267
"2107","Round Rock, Texas",-97.678896,30.5082551
"2108","Washington",-120.7401385,47.7510741
"2109","Brockton, Massachusetts",-71.0183787,42.0834335
"2110","Grapevine, Texas",-97.0780654,32.9342919
"2111","San Antonio, Texas",-98.4936282,29.4241219
"2112","New York, New York",-74.0059728,40.7127753
"2113","Katy, Texas",-95.8245093,29.7857765
"2114","Washington",-120.7401385,47.7510741
"2115","Chicago, Illinois",-87.6297982,41.8781136
"2116","Auburn, Washington",-122.2284532,47.3073228
"2117","Redwood City, California",-122.228141,37.4847955
"2118","New York, New York",-74.0059728,40.7127753
"2119","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2120","Grapevine, Texas",-97.0780654,32.9342919
"2121","New York, New York",-74.0059728,40.7127753
"2122","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2123","Boston, Massachusetts",-71.0588801,42.3600825
"2124","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2125","Austin, Texas",-97.7430608,30.267153
"2126","Austin, Texas",-97.7430608,30.267153
"2127","Dallas, Texas",-96.7969879,32.7766642
"2128","Indore, Madhya Pradesh, India",75.8577258,22.7195687
"2129","Streamwood, Illinois",-88.1784085,42.0255827
"2130","Saint Petersburg, Florida",-82.6402915,27.7676008
"2131","Detroit, Michigan",-83.0457538,42.331427
"2132","Atlanta, Georgia",-84.3879824,33.7489954
"2133","Dallas, Texas",-96.7969879,32.7766642
"2134","Detroit, Michigan",-83.0457538,42.331427
"2135","Grapevine, Texas",-97.0780654,32.9342919
"2136","Renton, Washington",-122.2079218,47.4796927
"2137","Baltimore, Maryland",-76.6121893,39.2903848
"2138","Bethesda, Maryland",-77.0947092,38.984652
"2139","Kirkland, Washington",-122.2059833,47.6768927
"2140","Atlanta, Georgia",-84.3879824,33.7489954
"2141","Seattle, Washington",-122.3320708,47.6062095
"2142","Boston, Massachusetts",-71.0588801,42.3600825
"2143","Atlanta, Georgia",-84.3879824,33.7489954
"2144","Washington",-120.7401385,47.7510741
"2145","Baltimore, Maryland",-76.6121893,39.2903848
"2146","Troy, Michigan",-83.1497751,42.6064095
"2147","Los Angeles, California",-118.2436849,34.0522342
"2148","California, California",-117.9859038,35.125801
"2149","Burlington, Vermont",-73.212072,44.4758825
"2150","Atlanta, Georgia",-84.3879824,33.7489954
"2151","Torrance, California",-118.3406288,33.8358492
"2152","Grapevine, Texas",-97.0780654,32.9342919
"2153","Broadview Heights, Ohio",-81.6851271,41.3139426
"2154","Atlanta, Georgia",-84.3879824,33.7489954
"2155","Houston, Texas",-95.3698028,29.7604267
"2156","Riverview, Florida",-82.3264809,27.8661364
"2157","Atlanta, Georgia",-84.3879824,33.7489954
"2158","Houston, Texas",-95.3698028,29.7604267
"2159","Chicago, Illinois",-87.6297982,41.8781136
"2160","Lynwood, California",-118.2114603,33.930293
"2161","New York, New York",-74.0059728,40.7127753
"2162","Santa Cruz, California",-122.0307963,36.9741171
"2163","Kirkland, Washington",-122.2059833,47.6768927
"2164","San Antonio, Texas",-98.4936282,29.4241219
"2165","Saint Petersburg, Florida",-82.6402915,27.7676008
"2166","Saint Petersburg, Florida",-82.6402915,27.7676008
"2167","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2168","Chicago, Illinois",-87.6297982,41.8781136
"2169","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2170","Boston, Massachusetts",-71.0588801,42.3600825
"2171","Marietta, Georgia",-84.5499327,33.952602
"2172","Mississauga, Ontario, Canada",-79.6441198,43.5890452
"2173","Washington",-120.7401385,47.7510741
"2174","Indiana, Indiana",-86.1349019,40.2671941
"2175","Detroit, Michigan",-83.0457538,42.331427
"2176","Baltimore, Maryland",-76.6121893,39.2903848
"2177","Atlanta, Georgia",-84.3879824,33.7489954
"2178","Westwood, New Jersey",-74.0326395,40.9912087
"2179","Los Angeles, California",-118.2436849,34.0522342
"2180","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2181","Sterling Heights, Michigan",-83.0302033,42.5803122
"2182","Tampa, Florida",-82.4571776,27.950575
"2183","Houston, Texas",-95.3698028,29.7604267
"2184","Detroit, Michigan",-83.0457538,42.331427
"2185","Saint Petersburg, Florida",-82.6402915,27.7676008
"2186","California, California",-117.9859038,35.125801
"2187","South Pasadena, California",-118.1503488,34.1161196
"2188","San Antonio, Texas",-98.4936282,29.4241219
"2189","Kirkland, Washington",-122.2059833,47.6768927
"2190","Coimbatore, Tamil Nadu, India",76.9558321,11.0168445
"2191","California, California",-117.9859038,35.125801
"2192","Houston, Texas",-95.3698028,29.7604267
"2193","Baltimore, Maryland",-76.6121893,39.2903848
"2194","Austin, Texas",-97.7430608,30.267153
"2195","Santa Barbara, California",-119.6981901,34.4208305
"2196","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2197","New York, New York",-74.0059728,40.7127753
"2198","Detroit, Michigan",-83.0457538,42.331427
"2199","Atlanta, Georgia",-84.3879824,33.7489954
"2200","Haslet, Texas",-97.3477957,32.9748469
"2201","Lawrenceville, Georgia",-83.9879625,33.9562149
"2202","Phoenix, Arizona",-112.0740373,33.4483771
"2203","Seattle, Washington",-122.3320708,47.6062095
"2204","Washington, Washington",-80.2461714,40.17396
"2205","Fort Lauderdale, Florida",-80.1373174,26.1224386
"2206","Tampa, Florida",-82.4571776,27.950575
"2207","Los Angeles, California",-118.2436849,34.0522342
"2208","Corpus Christi, Texas",-97.396381,27.8005828
"2209","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2210","Chicago, Illinois",-87.6297982,41.8781136
"2211","Saint Petersburg, Florida",-82.6402915,27.7676008
"2212","Pittsboro, Indiana",-86.4669429,39.8639329
"2213","California, California",-117.9859038,35.125801
"2214","Austin, Texas",-97.7430608,30.267153
"2215","Washington",-120.7401385,47.7510741
"2216","Houston, Texas",-95.3698028,29.7604267
"2217","Washington",-120.7401385,47.7510741
"2218","Houston, Texas",-95.3698028,29.7604267
"2219","Detroit, Michigan",-83.0457538,42.331427
"2220","Kalamazoo, Michigan",-85.5872286,42.2917069
"2221","Kirkland, Washington",-122.2059833,47.6768927
"2222","Morrow, Georgia",-84.3393683,33.5831662
"2223","Walnut Creek, California",-122.0651819,37.9100783
"2224","Los Angeles, California",-118.2436849,34.0522342
"2225","Riverview, Florida",-82.3264809,27.8661364
"2226","Los Angeles, California",-118.2436849,34.0522342
"2227","Detroit, Michigan",-83.0457538,42.331427
"2228","California, California",-117.9859038,35.125801
"2229","Portland, Maine",-70.2568189,43.6590993
"2230","Mason, Ohio",-84.309939,39.3600586
"2231","Saint Petersburg, Florida",-82.6402915,27.7676008
"2232","Wilmington, Delaware",-75.5483909,39.744655
"2233","Grapevine, Texas",-97.0780654,32.9342919
"2234","Atlanta, Georgia",-84.3879824,33.7489954
"2235","California, California",-117.9859038,35.125801
"2236","Houston, Texas",-95.3698028,29.7604267
"2237","Grapevine, Texas",-97.0780654,32.9342919
"2238","Kirkland, Washington",-122.2059833,47.6768927
"2239","Leawood, Kansas",-94.6169012,38.966673
"2240","Saint Petersburg, Florida",-82.6402915,27.7676008
"2241","Austin, Texas",-97.7430608,30.267153
"2242","Seattle, Washington",-122.3320708,47.6062095
"2243","Grapevine, Texas",-97.0780654,32.9342919
"2244","Saint Petersburg, Florida",-82.6402915,27.7676008
"2245","Towson, Maryland",-76.6019125,39.4014955
"2246","Saint Petersburg, Florida",-82.6402915,27.7676008
"2247","Sunnyvale, California",-122.0363496,37.36883
"2248","Austin, Texas",-97.7430608,30.267153
"2249","Sunnyvale, California",-122.0363496,37.36883
"2250","California, California",-117.9859038,35.125801
"2251","Sunnyvale, California",-122.0363496,37.36883
"2252","United Kingdom",-3.435973,55.378051
"2253","Lawton, Oklahoma",-98.3959291,34.6035669
"2254","Los Angeles, California",-118.2436849,34.0522342
"2255","Homewood, Alabama",-86.8008228,33.4717732
"2256","New York, New York",-74.0059728,40.7127753
"2257","Kentfield, California",-122.5571997,37.9521465
"2258","Midlothian, Texas",-97.0103181,32.475335
"2259","Grapevine, Texas",-97.0780654,32.9342919
"2260","New York, New York",-77.8856212,42.8710697
"2261","Spring Valley, New York",-74.0437521,41.1131514
"2262","Wilmette, Illinois",-87.7228384,42.0722513
"2263","Indianapolis, Indiana",-86.158068,39.768403
"2264","Austin, Texas",-97.7430608,30.267153
"2265","Ontario, Ontario, Canada",-85.323214,51.253775
"2266","Portland, Oregon",-122.6783853,45.515232
"2267","Al Jubail, Eastern Province, Saudi Arabia",49.5687416,26.9597709
"2268","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2269","Chicago, Illinois",-87.6297982,41.8781136
"2270","Indiana, Indiana",-86.1349019,40.2671941
"2271","Houston, Texas",-95.3698028,29.7604267
"2272","Arlington, Massachusetts",-71.1564729,42.4153925
"2273","Raleigh, North Carolina",-78.6381787,35.7795897
"2274","Savannah, Georgia",-81.091203,32.0808989
"2275","San Antonio, Texas",-98.4936282,29.4241219
"2276","New York, New York",-74.0059728,40.7127753
"2277","United States",-95.712891,37.09024
"2278","Austin, Texas",-97.7430608,30.267153
"2279","Kirkland, Washington",-122.2059833,47.6768927
"2280","Austin, Texas",-97.7430608,30.267153
"2281","Hartford, Connecticut",-72.6733723,41.7658043
"2282","Los Angeles, California",-118.2436849,34.0522342
"2283","Morris, Connecticut",-73.1962245,41.6842633
"2284","Bengaluru, Karnataka, India",77.5945627,12.9715987
"2285","Boston, Massachusetts",-71.0588801,42.3600825
"2286","Houston, Texas",-95.3698028,29.7604267
"2287","Los Angeles, California",-118.2436849,34.0522342
"2288","Lakeland, Florida",-81.9498042,28.0394654
"2289","Nashville, Tennessee",-86.7816016,36.1626638
"2290","Austin, Texas",-97.7430608,30.267153
"2291","New York, New York",-74.0059728,40.7127753
"2292","San Diego, California",-117.1610838,32.715738
"2293","Atlanta, Georgia",-84.3879824,33.7489954
"2294","California, California",-117.9859038,35.125801
"2295","Wilmington, Delaware",-75.5483909,39.744655
"2296","Kirkland, Washington",-122.2059833,47.6768927
"2297","New York, New York",-77.8856212,42.8710697
"2298","Atlanta, Georgia",-84.3879824,33.7489954
"2299","Edmonton, Alberta, Canada",-113.4938229,53.5461245
"2300","Los Angeles, California",-118.2436849,34.0522342
"2301","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2302","Saint Petersburg, Florida",-82.6402915,27.7676008
"2303","Saint Petersburg, Florida",-82.6402915,27.7676008
"2304","Detroit, Michigan",-83.0457538,42.331427
"2305","Silver Spring, Maryland",-77.026088,38.9906657
"2306","Boston, Massachusetts",-71.0588801,42.3600825
"2307","Germantown, Maryland",-77.2716502,39.1731621
"2308","New York, New York",-74.0059728,40.7127753
"2309","Cedar Park, Texas",-97.8202888,30.505198
"2310","New York, New York",-77.8856212,42.8710697
"2311","Detroit, Michigan",-83.0457538,42.331427
"2312","Atlanta, Georgia",-84.3879824,33.7489954
"2313","Houston, Texas",-95.3698028,29.7604267
"2314","San Rafael, California",-122.5310874,37.9735346
"2315","Detroit, Michigan",-83.0457538,42.331427
"2316","Chicago, Illinois",-87.6297982,41.8781136
"2317","Atlanta, Georgia",-84.3879824,33.7489954
"2318","Indianapolis, Indiana",-86.158068,39.768403
"2319","Liverpool, New York",-76.2177046,43.106456
"2320","New York, New York",-74.0059728,40.7127753
"2321","Kirkland, Washington",-122.2059833,47.6768927
"2322","Houston, Texas",-95.3698028,29.7604267
"2323","Iowa City, Iowa",-91.5301683,41.6611277
"2324","Indiana, Indiana",-86.1349019,40.2671941
"2325","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2326","Richardson, Texas",-96.7298519,32.9483335
"2327","Grapevine, Texas",-97.0780654,32.9342919
"2328","New York, New York",-74.0059728,40.7127753
"2329","Grapevine, Texas",-97.0780654,32.9342919
"2330","Chicago, Illinois",-87.6297982,41.8781136
"2331","Norwalk, California",-118.081733,33.9022367
"2332","Los Angeles, California",-118.2436849,34.0522342
"2333","California, California",-117.9859038,35.125801
"2334","West Palm Beach, Florida",-80.0533746,26.7153424
"2335","United States",-95.712891,37.09024
"2336","Houston, Texas",-95.3698028,29.7604267
"2337","Houston, Texas",-95.3698028,29.7604267
"2338","Saint Petersburg, Florida",-82.6402915,27.7676008
"2339","Singapore",103.819836,1.352083
"2340","Chicago, Illinois",-87.6297982,41.8781136
"2341","Philadelphia, Pennsylvania",-75.1652215,39.9525839
"2342","San Mateo, California",-122.3255254,37.5629917
"2343","Charlotte, North Carolina",-80.8431267,35.2270869
"2344","Henderson, Nevada",-114.9817213,36.0395247
"2345","Grapevine, Texas",-97.0780654,32.9342919
"2346","Indiana, Indiana",-86.1349019,40.2671941
"2347","Pittsburgh, Pennsylvania",-79.9958864,40.4406248
"2348","Atlanta, Georgia",-84.3879824,33.7489954
"2349","Saint Petersburg, Florida",-82.6402915,27.7676008
"2350","Los Angeles, California",-118.2436849,34.0522342
"2351","Media, Pennsylvania",-75.387693,39.9167783
"2352","Omaha, Nebraska",-95.9345034,41.2565369
"2353","Indianapolis, Indiana",-86.158068,39.768403
"2354","San Antonio, Texas",-98.4936282,29.4241219
"2355","Baltimore, Maryland",-76.6121893,39.2903848
"2356","Atlanta, Georgia",-84.3879824,33.7489954
"2357","Grand Prairie, Texas",-96.9977846,32.7459645
"2358","Houston, Texas",-95.3698028,29.7604267
"2359","Falls Church, Virginia",-77.1710914,38.882334
"2360","California, California",-117.9859038,35.125801
"2361","San Francisco, California",-122.4194155,37.7749295
"2362","Saint Petersburg, Florida",-82.6402915,27.7676008
"2363","Washington",-120.7401385,47.7510741
"2364","New York, New York",-77.8856212,42.8710697
"2365","Lynnwood, Washington",-122.3151314,47.8209301
"2366","Glenwood, Illinois",-87.6022658,41.5425349
"2367","Austin, Texas",-97.7430608,30.267153
"2368","Boston, Massachusetts",-71.0588801,42.3600825
"2369","California, California",-117.9859038,35.125801
"2370","Thailand",100.992541,15.870032
"2371","Bharatpur, Rajasthan, India",77.5029996,27.2151863
"2372","Atlanta, Georgia",-84.3879824,33.7489954
"2373","New York, New York",-74.0059728,40.7127753
"2374","California, California",-117.9859038,35.125801
